id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8521,SunsplashedSerenity near Harvard $1300/wk flexible,306681,Janet,,West Cambridge,42.38329,-71.13617,Entire home/apt,200,3,29,2018-08-04,0.25,3,261
8533,[1091-1C] Lux Apts in Cambridge,25188,Seamless,,East Cambridge,42.36406,-71.08359,Entire home/apt,249,30,3,2015-06-19,0.05,8,364
11169,Lovely Studio Room: Thursdays through Mondays!,40965,Mazzy,,North Cambridge,42.39469,-71.13223,Private room,115,2,141,2018-11-11,1.29,3,256
11945,Near Harvard: Safe & Lovely Room,40965,Mazzy,,North Cambridge,42.39454,-71.13431,Private room,75,3,32,2018-10-16,0.28,3,349
19581,"Furnished suite, Windsor",74249,Marc And Patty,,The Port,42.36276,-71.09765,Private room,160,4,6,2018-08-04,0.05,3,297
22006,B & B near Harvard's Quad Houses,84280,Blue,,Neighborhood Nine,42.3867,-71.12387,Private room,120,2,59,2018-11-24,0.71,1,322
24063,Riverbend Bed and Breakfast,96414,Polly,,West Cambridge,42.37606,-71.14041,Private room,110,2,162,2019-01-21,1.51,1,331
27498,Furnished suite 2 @ the Windsor,74249,Marc And Patty,,The Port,42.36381,-71.09754,Private room,175,5,9,2018-08-31,0.09,3,365
38356,"[1361-1LES] Lux 1BR, 1.5 Bath w/Loft in Cambridge",25188,Seamless,,East Cambridge,42.366,-71.08319,Entire home/apt,247,30,8,2014-05-19,0.08,8,89
38363,[1361-2NH]2BR At Third Square,25188,Seamless,,East Cambridge,42.36455,-71.08364,Entire home/apt,389,30,13,2015-06-05,0.14,8,0
79762,Cambridge Getaway @ Harvard & MIT,430015,Kevin,,Mid-Cambridge,42.37057,-71.10029,Entire home/apt,200,3,302,2019-03-12,3.15,2,231
106474,large furnished suite in Central sq,74249,Marc And Patty,,The Port,42.3627,-71.09645,Private room,225,4,12,2018-10-07,0.13,3,358
108898,"""The Treehouse"":  elegant living near Harvard",306681,Janet,,West Cambridge,42.38377,-71.13543,Entire home/apt,150,2,14,2018-07-26,0.15,3,249
112452,Modern Condo in Harvard Sq,334800,Maiya,,West Cambridge,42.38658,-71.14041,Entire home/apt,100,7,1,2011-12-29,0.01,1,243
124998,Mid-Cambridge Carriage House,622255,Charles,,Mid-Cambridge,42.37275,-71.1067,Private room,100,3,319,2018-11-05,3.36,1,0
164449,[1691-2]Lux 2BR in Cambridge,25188,Seamless,,East Cambridge,42.36718,-71.0825,Entire home/apt,349,30,2,2012-05-05,0.02,8,89
195545,[1091-1NE] Lux Apts In Cambridge,25188,Seamless,,East Cambridge,42.36377,-71.08434,Entire home/apt,289,30,6,2017-09-30,0.07,8,364
217548,[1361-1NE]Lux 1 BR At Third Square,25188,Seamless,,East Cambridge,42.36414,-71.08224,Entire home/apt,279,30,6,2017-10-16,0.07,8,89
219471,"Best @ MIT, Kendall, Back Bay, Harvard, BU",444945,Lisa,,Cambridgeport,42.36109,-71.10425,Entire home/apt,144,3,49,2018-09-21,0.55,1,294
222764,[1361-C1] Luxury 1BR at Third Square,25188,Seamless,,East Cambridge,42.36607,-71.08357,Entire home/apt,285,30,5,2015-10-24,0.05,8,179
226315,[1091-2C/2] Lux 2 Bedroom-Heart of Kendall Square,25188,Seamless,,East Cambridge,42.36421,-71.08428,Entire home/apt,449,30,4,2015-10-19,0.06,8,364
231115,HARVARD MIT STANDALONE CARRIAGE HOUSE LOFT!,81038,Louisa,,Riverside,42.3668,-71.10673,Entire home/apt,225,2,148,2018-11-18,1.64,9,73
257645,Lovely Guest Room (Women Only),207434,Billie Jo,,Neighborhood Nine,42.38375,-71.12955,Private room,70,2,50,2019-03-13,0.75,1,326
280304,#17-2 Large 1BR Apt. in Harvard Sq!,1461240,Monica,,Riverside,42.37083,-71.11402,Entire home/apt,194,2,37,2018-10-06,0.65,7,216
314465,"Great House, Great Location",1615938,Tara,,Cambridgeport,42.35965,-71.10556,Entire home/apt,500,2,59,2018-06-10,0.74,1,0
318473,Sunny spacious Room 3  - Cambridge,1634398,Pamela ( DAN),,North Cambridge,42.39351,-71.13314,Private room,68,30,44,2018-08-03,0.51,4,215
321847,"New condo in Central Sq - 2BR, 2BA",1647071,Meghan,,The Port,42.36498,-71.09869,Entire home/apt,300,2,51,2018-11-11,0.62,1,0
365220,Davis Square Studio!,1694399,Isa,,Neighborhood Nine,42.38817,-71.12898,Entire home/apt,142,3,122,2018-11-25,2.12,1,105
405144,Apartment in Harvard's Backyard,2018955,Nicole,,Mid-Cambridge,42.37125,-71.11105,Entire home/apt,180,31,53,2018-09-28,0.63,1,0
405548,Holidays in Cambridge $150/night (flexible),306681,Janet,,West Cambridge,42.38258,-71.1371,Entire home/apt,150,2,2,2017-12-26,0.03,3,0
445407,East Cambridge Apartment ,2212429,Jimmy,,Wellington-Harrington,42.37363,-71.08909,Entire home/apt,350,2,40,2018-08-26,0.49,2,0
459074,Studio steps from MIT and Harvard!,2282282,Claudia,,Cambridgeport,42.36291,-71.10435,Entire home/apt,100,2,331,2019-03-16,4.01,1,27
464471,"HarvardMIT,InmanSq,clean,sunny apt.",2308198,Sarah And Chris,,Wellington-Harrington,42.37317,-71.09743,Entire home/apt,175,2,247,2019-03-07,2.97,1,186
497152,Designer Flat on Conservation Land,2431344,Elizabeth,,Cambridge Highlands,42.39445,-71.1549,Entire home/apt,180,4,73,2018-11-26,0.90,1,303
566528,"HARVARD/TUFTS: SHEA RD, 1-7 GUESTS +PARKING PERMIT",1839729,Harvard,,North Cambridge,42.39695,-71.12743,Entire home/apt,99,1,108,2019-01-25,1.35,1,105
570049,#34-3 Huge Room in Porter Square!!,1461240,Monica,,Neighborhood Nine,42.38697,-71.12548,Private room,125,3,41,2018-11-18,0.51,7,352
572563,Sunny & Stylish 2BR in Cambridge,2817305,Ashley,,Cambridgeport,42.36247,-71.10475,Entire home/apt,120,5,0,,,1,0
577384,Large Room with Shared Bath,229956,Adam,,The Port,42.36598,-71.09909,Private room,55,1,128,2019-01-01,1.57,5,0
613838,Harvard / Central Square : b1,3011415,Stanley And Sue,,Riverside,42.36797,-71.11057,Entire home/apt,195,3,89,2018-11-19,1.12,4,159
688064,Harvard Sq Charles River k1,3011415,Stanley And Sue,,Riverside,42.36678,-71.11099,Entire home/apt,195,3,63,2019-01-24,0.82,4,177
715532,Quiet Cambridge Apartment with Bikes Available,3673828,Kate & Andy,,North Cambridge,42.3942,-71.13202,Entire home/apt,200,2,215,2019-03-03,2.73,1,318
719714,Perfect Studio Camb/Harvard Sq #2,727944,Emily,,North Cambridge,42.39413,-71.12526,Entire home/apt,125,4,137,2018-12-29,1.75,3,257
734748,Harvard / Central Square b2,3011415,Stanley And Sue,,Riverside,42.36706,-71.11082,Entire home/apt,185,3,63,2018-11-11,0.87,4,161
742574,See Yourself in Central Square,1152305,Greg,,Cambridgeport,42.36486,-71.10328,Entire home/apt,150,31,123,2018-08-29,1.62,4,68
749862,Oversized Room - Condo Cambridge,1634398,Pamela ( DAN),,North Cambridge,42.39404,-71.13447,Private room,90,30,11,2018-09-02,0.16,4,280
788196,HARVARD SQUARE studio 3 MIN WALK TO TRAIN REDLINE,3668535,S,,Neighborhood Nine,42.37858,-71.12172,Entire home/apt,196,3,88,2018-09-29,1.16,4,152
798213,Cambridge-Alewife-Davis-Tufts-Porter Sq-Harvard Sq,4169689,Javier,,North Cambridge,42.40135,-71.13569,Private room,65,1,365,2019-03-02,5.18,2,141
810461,Suite Central B&B in the Heart of Cambridge,1963743,Leslie And Dave,,The Port,42.37047,-71.09781,Private room,98,2,243,2019-03-14,3.44,1,12
860634,Home on quiet street near Harvard,4507945,Deborah,,Agassiz,42.38391,-71.11449,Private room,70,1,334,2019-03-04,4.63,1,47
868975,Charming Cottage in Central Square,4578066,Gail,,Riverside,42.36595,-71.10608,Entire home/apt,150,30,182,2018-10-21,2.44,2,76
910408,Cozy Sublet in Mid Cambridge MA!,4883794,Melissa,,Mid-Cambridge,42.37039,-71.10645,Entire home/apt,100,30,5,2018-06-25,0.07,1,235
913081,Room in a bright and colorful Cambridge home,3571613,Mauricio,,Riverside,42.36796,-71.1133,Private room,69,2,46,2017-07-29,1.42,1,0
996575,Great Apt. Harvard Sq.and Boston#1A,727944,Emily,,North Cambridge,42.39284,-71.124,Entire home/apt,125,4,149,2019-02-10,2.07,3,312
1054635,"Sunny, lg 1-br, heart of Cambridge",3087212,Eleanor,,Mid-Cambridge,42.37254,-71.1126,Entire home/apt,97,90,10,2017-05-29,0.15,2,214
1067104,Harvard Tufts MIT: Artist's Home,5871398,Beverly,,North Cambridge,42.39133,-71.13212,Private room,79,32,14,2019-02-02,0.24,3,256
1080789,Entire Lovely Home!!,40965,Mazzy,,North Cambridge,42.39476,-71.13185,Entire home/apt,300,2,0,,,3,0
1088876,#17-1 Big 1 BR in Harvard Sq.!,1461240,Monica,,Riverside,42.37132,-71.11557,Entire home/apt,170,2,69,2018-11-29,1.19,7,206
1097262,Harvard/MIT/BU/Central Square Room,6030020,Jason,,Cambridgeport,42.35629,-71.11095,Private room,100,14,42,2018-12-03,0.59,3,336
1112477,Convenient! Charming! Cambridge!,369388,Pamela,,North Cambridge,42.3932,-71.12881,Private room,100,2,89,2018-11-12,1.35,1,0
1122823,Harvard Square.Entire home/apt in Cambridge,1429482,Ugo,,Riverside,42.36746,-71.11224,Entire home/apt,136,30,4,2018-03-21,0.27,2,124
1124798,Neat Room No 2 Cambridge,1634398,Pamela ( DAN),,North Cambridge,42.397,-71.13482,Private room,70,30,16,2019-01-31,0.23,4,206
1124873,"Sunny flat on private lane, walk to MIT, Harvard",6122485,Wendy,,The Port,42.36708,-71.10029,Entire home/apt,120,3,51,2019-01-31,0.72,2,245
1130655,Bedroom in a Cambridge Condominium/Best Location,6203069,Michael,,Agassiz,42.38454,-71.1156,Private room,125,3,53,2018-07-29,0.75,2,353
